Statement Analysis
Query,Full Table Scan,Executed (#),Errors (#),Warnings (#),Total Time,Max Time,Avg Time,Rows Sent (#),Avg. Rows Sent (#),Rows Scanned (#),Avg. Rows Scanned (#),Temp. Tables (#),Temp. Disk Tables (#),Rows Sorted (#),Sort Merge Passes (#),Digest
"SELECT ? AS `scope` , SYSTEM_USER , HOST , `Select_priv` AS ? , `Insert_priv` AS ? , `Update_priv` AS ? , `Delete_priv` AS ? , `Create_priv` AS ? , `Drop_priv` AS ? , `Grant_priv` AS ? , `References_priv` AS ? , `Index_priv` AS ? , `Alter_priv` AS ? , `Create_View_priv` AS ? , `Show_view_priv` AS ? , `Trigger_priv` AS ? FROM `mysql` . `user` WHERE `Select_priv` = ? OR `Insert_priv` = ? OR `Update_priv` = ? OR `Delete_priv` = ? OR `Create_priv` = ? OR `Drop_priv` = ? OR `Grant_priv` = ? OR `References_priv` = ? OR `Index_priv` = ? OR `Alter_priv` = ? OR `Create_View_priv` = ? OR `Show_view_priv` = ? OR `Trigger_priv` = ?",*,1,0,0,7952.11,7952.11,7952.11,4,4.0,6,6.0,0,0,0,0,138698999be51a1201f3e95c6c466344d5407a1cda606011b12391da7c0310c0
SELECT `version` ( ),,2,0,0,7924.61,6317.79,3962.30,2,1.0,2,1.0,0,0,0,0,6c34c9edb36fd2d575a66f1762f0bb40569b0049df13f95423e358ef409930b6
SHOW INDEXES FROM `icpsr_03088` . `dataset`,,1,0,0,7734.01,7734.01,7734.01,1,1.0,14,14.0,1,0,1,0,00fedf657679ee2a762eddc83be3f96b455bcb999498735aa7db9f266fd5fc82
SHOW FULL FIELDS FROM `sys` . `memory_by_host_by_current_bytes`,,2,0,0,7715.48,6014.05,3857.74,12,6.0,54,27.0,2,0,12,0,94db7e66bb80774c982076f59f90631bee3d3c18662644a2c7b858841bbc3a12
"SELECT `TABLE_COMMENT` ? , TABLE_NAME ? , `TABLE_ROWS` ? , `AUTO_INCREMENT` ? , ROW_FORMAT ? , `DATA_LENGTH` ? , `INDEX_LENGTH` ? , `TABLE_COLLATION` ? , `TABLE_TYPE` ? , `ENGINE` ENGINE FROM `information_schema` . `TABLES` WHERE `TABLE_SCHEMA` = ? AND `TABLE_TYPE` != ? ORDER BY TABLE_NAME",,2,0,0,7581.40,5170.47,3790.70,2,1.0,11,6.0,0,0,2,0,104b2eda49e801dc52d5b580acce9c6c936000f8429e7d812d3998e5e8832c29
SHOW FULL FIELDS FROM `sys` . `wait_classes_global_by_avg_latency`,,2,0,0,7489.68,6151.66,3744.84,12,6.0,54,27.0,2,0,12,0,4d061a1492ccc8ca60b350f8a34cac6efa52cd2d1a0cb11234e79b88c75fd501
"SELECT `COLUMN_NAME` , `COLUMN_TYPE` , `COLUMN_DEFAULT` , `IS_NULLABLE` , `CHARACTER_SET_NAME` , `COLLATION_NAME` , `PRIVILEGES` , `EXTRA` , `COLUMN_COMMENT` FROM `information_schema` . `columns` WHERE `table_schema` = ? AND TABLE_NAME = ?",,1,0,0,7483.71,7483.71,7483.71,286,286.0,863,863.0,0,0,0,0,b611d78cf763c7dc9b1446ca6b46fb2f4d8c261bf6cab101c2b9593b17c5016b
SHOW FULL FIELDS FROM `sys` . `statements_with_temp_tables`,,2,0,0,7473.38,5226.75,3736.69,22,11.0,94,47.0,2,0,22,0,abfcc60a408bb6b4a8754c55596f633181b19bc0fa2d7a69bb5cd18d8cdc9b02
SHOW FUNCTION STATUS WHERE `Db` = ?,,5,0,0,7461.21,2098.83,1492.24,0,0.0,10,2.0,0,0,0,0,1023723dae12e40234921687402e70f60d7a8b233a3da73a4e46b38e0feb23a9
SHOW INDEX FROM `dawn` . `data`,,4,0,0,7339.01,2212.83,1834.75,4,1.0,1183,296.0,4,0,4,0,e371106973144d4dbc6f52d300553ddd8b8d923bb7a5e1d5fb478e5f1a085c56
SHOW FULL FIELDS FROM `dawn` . `data`,,1,0,0,7202.91,7202.91,7202.91,286,286.0,1149,1149.0,1,0,286,0,b94b5d61b55bf152ef8f9baa525713061d1f0ab5ea3990a177b97f664bb0dd06
SHOW FULL FIELDS FROM `sys` . `io_by_thread_by_latency`,,2,0,0,7044.98,5734.16,3522.49,16,8.0,70,35.0,2,0,16,0,75dd5d6da17b8c2565bce6243947e33d2a97aaea279d820f8268d149463143b3
"SELECT ? AS `scope` , SYSTEM_USER , HOST , `Select_priv` AS ? , `Insert_priv` AS ? , `Update_priv` AS ? , `Delete_priv` AS ? , `Create_priv` AS ? , `Drop_priv` AS ? , `Grant_priv` AS ? , `References_priv` AS ? , `Index_priv` AS ? , `Alter_priv` AS ? , `Create_View_priv` AS ? , `Show_view_priv` AS ? , `Trigger_priv` AS ? FROM `mysql` . `user` WHERE `Select_priv` = ? OR `Insert_priv` = ? OR `Update_priv` = ? OR `Delete_priv` = ? OR `Create_priv` = ? OR `Drop_priv` = ? OR `Grant_priv` = ? OR `References_priv` = ? OR `Index_priv` = ? OR `Alter_priv` = ? OR `Create_View_priv` = ? OR `Show_view_priv` = ? OR `Trigger_priv` = ?",*,6,0,0,6834.40,3657.35,1139.07,24,4.0,36,6.0,0,0,0,0,138698999be51a1201f3e95c6c466344d5407a1cda606011b12391da7c0310c0
"SELECT `TABLE_COMMENT` ? , TABLE_NAME ? , `TABLE_ROWS` ? , `AUTO_INCREMENT` ? , ROW_FORMAT ? , `DATA_LENGTH` ? , `INDEX_LENGTH` ? , `TABLE_COLLATION` ? , `TABLE_TYPE` ? , `ENGINE` ENGINE FROM `information_schema` . `TABLES` WHERE `TABLE_SCHEMA` = ? AND `TABLE_TYPE` != ? ORDER BY TABLE_NAME",,2,0,0,6757.29,4913.47,3378.65,2,1.0,11,6.0,0,0,2,0,104b2eda49e801dc52d5b580acce9c6c936000f8429e7d812d3998e5e8832c29
SHOW FULL FIELDS FROM `tpch` . `nation`,,1,0,0,6756.79,6756.79,6756.79,4,4.0,21,21.0,1,0,4,0,c53fb39df95c73580e26d2395b435594e12f3b0abf4fe559aa71be7e1c04aeb8
SHOW FULL FIELDS FROM `sys` . `x$session`,,2,0,0,6666.18,4872.45,3333.09,60,30.0,246,123.0,2,0,60,0,bce4050afb58e16849dc9c5791b0f94cf8a0d57281f3e343af9c54e86e3e3a98
"SELECT `CONCAT` ( `Db` , ? , TABLE_NAME ) AS `scope` , SYSTEM_USER , HOST , IF ( `FIND_IN_SET` ( ? , `Table_priv` ) = ?, ... ) AS ? , IF ( `FIND_IN_SET` ( ? , `Table_priv` ) = ?, ... ) AS ? , IF ( `FIND_IN_SET` ( ? , `Table_priv` ) = ?, ... ) AS ? , IF ( `FIND_IN_SET` ( ? , `Table_priv` ) = ?, ... ) AS ? , IF ( `FIND_IN_SET` ( ? , `Table_priv` ) = ?, ... ) AS ? , IF ( `FIND_IN_SET` ( ? , `Table_priv` ) = ?, ... ) AS ? , IF ( `FIND_IN_SET` ( ? , `Table_priv` ) = ?, ... ) AS ? , IF ( `FIND_IN_SET` ( ? , `Table_priv` ) = ?, ... ) AS ? , IF ( `FIND_IN_SET` ( ? , `Table_priv` ) = ?, ... ) AS ? , IF ( `FIND_IN_SET` ( ? , `Table_priv` ) = ?, ... ) AS ? , IF ( `FIND_IN_SET` ( ? , `Table_priv` ) = ?, ... ) AS ? , IF ( `FIND_IN_SET` ( ? , `Table_priv` ) = ?, ... ) AS ? , IF ( `FIND_IN_SET` ( ? , `Table_priv` ) = ?, ... ) AS ? FROM `mysql` . `tables_priv` WHERE ? LIKE `Db` AND ? LIKE TABLE_NAME",*,6,0,0,6248.09,2901.64,1041.35,0,0.0,12,2.0,0,0,0,0,7395d2c57a689a214cae7dc22ab3c77ebe3f08241b60de121d40d9030ff232ef
SHOW ENGINES,*,10,0,0,6056.38,2792.34,605.64,110,11.0,110,11.0,10,0,0,0,694ce669f6158c6e62190a80036873cd7a95b81566f32b7f979f9624b10f564a
SHOW FULL FIELDS FROM `sys` . `x$host_summary`,,2,0,0,5958.66,4377.84,2979.33,24,12.0,102,51.0,2,0,24,0,7c2b76b6b0f66df727bbb1ab71fc075f3df1a28f362f14272ff148f550bc95c6
"SELECT ? AS ? , CATALOG_NAME AS ? , SCHEMA_NAME AS ? , SCHEMA_NAME AS ? FROM `information_schema` . `schemata`",*,5,0,0,5948.39,1927.53,1189.68,41,8.0,128,26.0,0,0,0,0,3b6784ad253d45140cd9e7fb4441cdae15482e20f6b521081eaceb134eb766e0
SHOW FULL FIELDS FROM `sys` . `x$statement_analysis`,,2,0,0,5904.37,3879.54,2952.18,54,27.0,222,111.0,2,0,54,0,8855ba256f0a21bcc6bf6715cbf4b102f6939bd12ac766ff94ab28aa5b1a5f1f
SHOW TRIGGERS FROM `icpsr_03088` LIKE ?,*,3,0,0,5894.08,2912.34,1964.69,0,0.0,42,14.0,3,0,0,0,c8a4ec5918ffb5b21c7bd9a44dd3b52a181a6de5905bedef517cdd3e134555b6
SHOW FULL FIELDS FROM `tpch` . `customer`,,1,0,0,5809.68,5809.68,5809.68,8,8.0,37,37.0,1,0,8,0,be76fbaa5261c524c47a947298e3e290d43c74637ec60a9f810b301d21b4081d
PREPARE `stmt` FROM ?,,1,0,0,5806.98,5806.98,5806.98,0,0.0,0,0.0,0,0,0,0,0fc3831925a98cfd206b3e9af177d971ce92b8bf0de882c27e822ee367d60e82
SHOW FULL FIELDS FROM `sys` . `schema_table_statistics_with_buffer`,,2,0,0,5776.86,3401.03,2888.43,50,25.0,206,103.0,2,0,50,0,1a34420a17f76f26e9cec200d29fe94e02e19b84e65b5894eeb6ea6bcdf8cac4
SHOW FULL TABLES FROM `sys`,,2,0,0,5676.66,2933.63,2838.33,202,101.0,410,205.0,0,0,202,0,7227e84a3d8e4ef7896ed525bc043aa0c7aa25a7913b4c597453a938e7245fcc
SELECT COUNT ( * ) `column_count` FROM `information_schema` . `columns` WHERE `table_schema` = ? AND TABLE_NAME = ?,,2,0,0,5668.18,3018.34,2834.09,2,1.0,940,470.0,0,0,0,0,f216d5c82e5bde2d9e72610e284ab1b2e34135821c660cc1bcedef4dddfe0a0c
SHOW FULL FIELDS FROM `sys` . `statement_analysis`,,2,0,0,5658.36,3452.73,2829.18,52,26.0,214,107.0,2,0,52,0,440abfb9fbd5aecfb8134eae6df86ab579eff491b58e6c5e7d5c2e99ebab4631
SHOW FIELDS FROM `adss_data_part4`,,1,0,0,5630.17,5630.17,5630.17,344,344.0,1381,1381.0,1,0,344,0,da20e6402a519aec40dafa940f1441963467f4d8548b699b0674dfff9dea8935
SHOW FULL FIELDS FROM `sys` . `schema_redundant_indexes`,,2,0,0,5605.16,4145.44,2802.58,20,10.0,86,43.0,2,0,20,0,9c9c7227ecb97ff6f128f8c9a208edc45fde4dfc002cefb349d1e0b91c7f9b5a
SHOW FULL FIELDS FROM `sys` . `x$ps_digest_95th_percentile_by_avg_us`,,2,0,0,5600.26,4268.05,2800.13,4,2.0,22,11.0,2,0,4,0,78968aeea1e87db14d2fd4168805311788c3275708cfb1e10612db11c55b8fdd
"SELECT `CONCAT` ( `Db` , ? , TABLE_NAME ) AS `scope` , SYSTEM_USER , HOST , IF ( `FIND_IN_SET` ( ? , `Table_priv` ) = ?, ... ) AS ? , IF ( `FIND_IN_SET` ( ? , `Table_priv` ) = ?, ... ) AS ? , IF ( `FIND_IN_SET` ( ? , `Table_priv` ) = ?, ... ) AS ? , IF ( `FIND_IN_SET` ( ? , `Table_priv` ) = ?, ... ) AS ? , IF ( `FIND_IN_SET` ( ? , `Table_priv` ) = ?, ... ) AS ? , IF ( `FIND_IN_SET` ( ? , `Table_priv` ) = ?, ... ) AS ? , IF ( `FIND_IN_SET` ( ? , `Table_priv` ) = ?, ... ) AS ? , IF ( `FIND_IN_SET` ( ? , `Table_priv` ) = ?, ... ) AS ? , IF ( `FIND_IN_SET` ( ? , `Table_priv` ) = ?, ... ) AS ? , IF ( `FIND_IN_SET` ( ? , `Table_priv` ) = ?, ... ) AS ? , IF ( `FIND_IN_SET` ( ? , `Table_priv` ) = ?, ... ) AS ? , IF ( `FIND_IN_SET` ( ? , `Table_priv` ) = ?, ... ) AS ? , IF ( `FIND_IN_SET` ( ? , `Table_priv` ) = ?, ... ) AS ? FROM `mysql` . `tables_priv` WHERE ? LIKE `Db` AND ? LIKE TABLE_NAME",*,1,0,0,5584.48,5584.48,5584.48,0,0.0,2,2.0,0,0,0,0,7395d2c57a689a214cae7dc22ab3c77ebe3f08241b60de121d40d9030ff232ef
SHOW TRIGGERS FROM `cdcyrbss` WHERE `Table` = ?,*,3,0,0,5522.01,1871.96,1840.67,0,0.0,15,5.0,3,0,0,0,43dd1c8db1586dcb67aa9311b3439d68bf7ca390e9168c293506e3e1fedfc5b5
SHOW FULL FIELDS FROM `sys` . `x$processlist`,,2,0,0,5501.97,3751.04,2750.98,60,30.0,246,123.0,2,0,60,0,d05d8242f704b0c317543b97be6b7d48fc2f0a28b238db166c04dec86de05e82
SHOW FULL FIELDS FROM `sys` . `statements_with_runtimes_in_95th_percentile`,,2,0,0,5459.06,3262.43,2729.53,32,16.0,134,67.0,2,0,32,0,267a6ee4b10be6081b26ea4526826d90cba103edfdd7d1ca7a7af2589c99264f
SHOW FULL FIELDS FROM `sys` . `x$wait_classes_global_by_avg_latency`,,2,0,0,5419.27,3693.84,2709.63,12,6.0,54,27.0,2,0,12,0,9c75be256659d5251a561dc214848286430df36475be95f53b20a7d106bfe2e7
SHOW FIELDS FROM `mysql` . `columns_priv` LIKE ?,,1,0,0,5404.18,5404.18,5404.18,1,1.0,15,15.0,1,0,1,0,6a099d9cf5137191cef0f35f9b436e68ea0203dabedc7ed395a94b7dd1466f3f
SHOW FULL FIELDS FROM `tpch` . `partsupp`,,1,0,0,5323.07,5323.07,5323.07,5,5.0,25,25.0,1,0,5,0,1982ce18ffb58c2d6f801c173a143ceaa46107fa382e04e9d83a034b89b0cb39
"SELECT `Db` AS `scope` , SYSTEM_USER , HOST , `Select_priv` AS ? , `Insert_priv` AS ? , `Update_priv` AS ? , `Delete_priv` AS ? , `Create_priv` AS ? , `Drop_priv` AS ? , `Grant_priv` AS ? , `References_priv` AS ? , `Index_priv` AS ? , `Alter_priv` AS ? , `Create_View_priv` AS ? , `Show_view_priv` AS ? , `Trigger_priv` AS ? FROM `mysql` . `db` WHERE ? LIKE `db`",*,6,0,0,5322.47,2561.14,887.08,0,0.0,18,3.0,0,0,0,0,3f404640e90c959b7ae5de8424b8f95e570e615e61a0f22ad4d45a48e84191b7
SHOW FULL FIELDS FROM `sys` . `x$innodb_lock_waits`,,2,0,0,5299.36,3237.03,2649.68,60,30.0,246,123.0,2,0,60,0,ca2706080e031afc648818723782835b35425ca9c5cec8d9ab2f9edce2d09b7b
SHOW FULL FIELDS FROM `sys` . `x$statements_with_sorting`,,2,0,0,5289.46,2855.64,2644.73,26,13.0,110,55.0,2,0,26,0,8423c6abf308a8d3bfea9553f1ba3b5c26b73fcba8f76ffc6415d6a7b9d0b873
SHOW FULL FIELDS FROM `sys` . `x$user_summary`,,2,0,0,5233.66,2927.64,2616.83,24,12.0,102,51.0,2,0,24,0,e3e74970367a934edace2c642502c431c3d851775a250df525db6f9f56c0a65f
SHOW INDEX FROM `londonndtms` . `ndtms`,,3,0,0,5226.28,1822.93,1742.09,3,1.0,495,165.0,3,0,3,0,41d1fe7a75aeb6c34cf78dedecb0a321e13a094ec9939da552347dd0bcb3955f
SHOW FULL FIELDS FROM `sys` . `x$io_global_by_wait_by_bytes`,,2,0,0,5138.96,2646.23,2569.48,26,13.0,110,55.0,2,0,26,0,0462c29740481d362b52199bcebab1ce28b427e970491546ad6613915b44f308
SHOW FULL FIELDS FROM `sys` . `x$schema_table_statistics_with_buffer`,,2,0,0,5103.56,3037.93,2551.78,50,25.0,206,103.0,2,0,50,0,da8ea286b9609451a0d77c439a1241dd69d7a47f878f01b4fd37f57e45e9f3eb
SHOW FULL FIELDS FROM `sys` . `x$statements_with_runtimes_in_95th_percentile`,,2,0,0,5004.76,3066.73,2502.38,32,16.0,134,67.0,2,0,32,0,234de0cd061e34b18bc9d5d3bd903320e2d6d4b9002eb0e865e7d5cb317d773c
PREPARE `stmt` FROM ?,,1,0,0,4962.27,4962.27,4962.27,0,0.0,0,0.0,0,0,0,0,0fc3831925a98cfd206b3e9af177d971ce92b8bf0de882c27e822ee367d60e82
SHOW FULL FIELDS FROM `sys` . `x$wait_classes_global_by_latency`,,2,0,0,4940.46,3055.44,2470.23,12,6.0,54,27.0,2,0,12,0,ad37e4834f3574889a1d8348216c2c116e5fd85d851887527fef5eb79d14b9c1
SHOW CREATE TABLE `cdcyrbss` . `national2021`,,6,0,0,4929.98,1540.62,821.66,0,0.0,0,0.0,0,0,0,0,2274d33b9f2e1fb34dba9a1bf8de002b50f4bb454c0839293484a3a4de1a3e40
SHOW CREATE TABLE `londonndtms` . `ndtms`,,1,0,0,4923.77,4923.77,4923.77,0,0.0,0,0.0,0,0,0,0,deba971806c17efe6ad48b36ddd9a923b5e148a9b84e58d6e121ebccda18551f
SHOW FULL FIELDS FROM `sys` . `statements_with_sorting`,,2,0,0,4923.15,2980.93,2461.58,26,13.0,110,55.0,2,0,26,0,4b26cd5293fb19183747af34743dae6072fd7437c7e4945c0f7ee9c11dcfaae2
SHOW FULL FIELDS FROM `sys` . `x$schema_flattened_keys`,,2,0,0,4918.76,3381.34,2459.38,12,6.0,54,27.0,2,0,12,0,c03f8f5899a6de1887b0be32eb1ad1664a16e9e94c32349406e1f4c86e170873
SHOW FULL FIELDS FROM `sys` . `schema_table_statistics`,,2,0,0,4917.15,2865.63,2458.58,38,19.0,158,79.0,2,0,38,0,e37588ca137aa5a9518850cfccc96869f7dfe0f6105edda71462a7e66bedecc9
SHOW FULL FIELDS FROM `sys` . `processlist`,,2,0,0,4893.65,3065.43,2446.82,60,30.0,246,123.0,2,0,60,0,1e05cc1a13bd7b090a1e0a5c114e07581039c34715eac4a09f3a96720b66fe57
SHOW FULL TABLES FROM `londonndtms`,,3,0,0,4858.47,1749.53,1619.49,2,1.0,13,4.0,0,0,2,0,e54a2b8e2dfda731e59bd7fffbda7d2c492e0e8c8300a7f5555203cdd988cf4b
SHOW TRIGGERS FROM `cdcyrbss` LIKE ?,*,3,0,0,4851.17,1714.16,1617.06,0,0.0,42,14.0,3,0,0,0,399dcbf663e170a40674fa9d7cbb0a17140805c982de71158797621d791a7672
SHOW FULL FIELDS FROM `sys` . `x$ps_digest_avg_latency_distribution`,,2,0,0,4849.16,3598.94,2424.58,4,2.0,22,11.0,2,0,4,0,c878c00d12ad44693e61f552d9ac2558283c1411221e4d393ab96ffc9b44bdd7
SHOW FULL FIELDS FROM `sys` . `x$schema_table_lock_waits`,,2,0,0,4828.46,3142.64,2414.23,36,18.0,150,75.0,2,0,36,0,d9d72b50ac84fc8b61b26129a69d216e9ef28b08a85c6ac00ed637e0bff98fb3
SHOW FULL FIELDS FROM `sys` . `x$statements_with_temp_tables`,,2,0,0,4827.46,2676.63,2413.73,22,11.0,94,47.0,2,0,22,0,31e66c8e6d8016eb5231893a4f9a9b73e805f05d707b259dce4f45bcfc17224e
SHOW FULL FIELDS FROM `sys` . `x$user_summary_by_statement_latency`,,2,0,0,4811.86,2964.74,2405.93,20,10.0,86,43.0,2,0,20,0,01cde9538c093b826642599a1844631b76cb782bb9e08001168a7a1798ca752a
SHOW FULL FIELDS FROM `sys` . `io_global_by_wait_by_latency`,,2,0,0,4780.05,2691.32,2390.03,28,14.0,118,59.0,2,0,28,0,80eaf0797ecacc5cf3e30aa1cf910b5034af062259b412b47050792405079ae4
SHOW FULL FIELDS FROM `sys` . `memory_by_thread_by_current_bytes`,,2,0,0,4757.35,3009.93,2378.68,14,7.0,62,31.0,2,0,14,0,3d3bf5d9fbed978c04b33d0ce95c134a15e23c573f0d178fe6e1aad2cd7482dc
SHOW FULL FIELDS FROM `sys` . `innodb_lock_waits`,,2,0,0,4754.95,3176.73,2377.48,60,30.0,246,123.0,2,0,60,0,4cd761e492615b5f5080b3e225a2c02e9ffd327f60bd8638170a6864e10e622a
SHOW FIELDS FROM `dawn` . `data`,,1,0,0,4735.57,4735.57,4735.57,286,286.0,1149,1149.0,1,0,286,0,b0152c71fd9a0e78b34c61d4a6fc29527af7f9f32a98cf0abf08a669fbcd2d84
SET NAMES ? COLLATE ?,,14,0,0,4695.17,1001.41,335.37,0,0.0,0,0.0,0,0,0,0,52eaff6a7819ec096aa8c71501acd23ef138f2a775fc2827cc34ed7d77fa3e3d
SHOW FULL FIELDS FROM `sys` . `metrics`,,2,0,0,4625.35,3183.63,2312.67,8,4.0,38,19.0,2,0,8,0,6509818745932c36859bfb8c2c18c8b4a55dfa20ade1f52679a48c542ac27c02
SHOW FULL FIELDS FROM `sys` . `x$user_summary_by_file_io`,,2,0,0,4622.35,3020.43,2311.18,6,3.0,30,15.0,2,0,6,0,64be988bead08e72a8b697482b97a839afb3a4367bc74169f8756946e2591c2e
USE `icpsr_03088`,,30,0,0,4620.36,235.80,154.01,0,0.0,0,0.0,0,0,0,0,3b36d5a816a2152ecd77143c1681db93b018d9c1d4192fd5ca38528229566b46
SET `autocommit` = ?,,32,0,0,4618.77,290.30,144.34,0,0.0,0,0.0,0,0,0,0,158bfe3d4b4b0a372a4acdb38affe2cb4f6b3cb21a9af0ea9fad9a9a083ac18a
SHOW FULL FIELDS FROM `sys` . `x$host_summary_by_statement_type`,,2,0,0,4608.35,2689.13,2304.18,22,11.0,94,47.0,2,0,22,0,607f814845562a125e03f30f620f6219e4475fd991e54480f00915e981a5b3d7
"SELECT `r` . `ROUTINE_NAME` ? , `p` . `PARAMETER_NAME` ? , `p` . `DATA_TYPE` ? , `p` . `PARAMETER_MODE` ? FROM `information_schema` . `routines` `r` LEFT JOIN `information_schema` . `parameters` `p` ON `r` . `SPECIFIC_NAME` = `p` . `SPECIFIC_NAME` WHERE `r` . `ROUTINE_SCHEMA` = ? AND `r` . `ROUTINE_TYPE` = ? ORDER BY `r` . `ROUTINE_NAME` , `p` . `ORDINAL_POSITION`",*,2,0,0,4601.96,2573.74,2300.98,0,0.0,4,2.0,2,0,0,0,cb1028d315b01710a05004d1ea1cd3449ef6f682399ca79cfa4688d0a4ea6c6d
SHOW FULL FIELDS FROM `sys` . `user_summary_by_statement_latency`,,2,0,0,4568.75,2701.83,2284.38,20,10.0,86,43.0,2,0,20,0,d21ab7e614b8c270954c30f768f7679ee87db4c561eb973c68a482f8444df78f
SHOW FULL FIELDS FROM `sys` . `io_global_by_file_by_latency`,,2,0,0,4561.45,2526.53,2280.73,18,9.0,78,39.0,2,0,18,0,e984cf78095dc49cb3b64ca36bb0587f369086e117e6913f705f4d868ca22ffe
SHOW FULL FIELDS FROM `sys` . `session_ssl_status`,,2,0,0,4549.95,2652.02,2274.97,8,4.0,38,19.0,2,0,8,0,f7d91c845bb3ff116d59797e5635759af22e59bc3533f2a09636da8f928b429a
SHOW FULL FIELDS FROM `sys` . `x$latest_file_io`,,2,0,0,4498.15,2531.73,2249.08,10,5.0,46,23.0,2,0,10,0,1678ed5a3c03865aa8b051c3546aaf96796854a5d881b16bb38069ced7c815a3
SHOW FULL FIELDS FROM `sys` . `x$innodb_buffer_stats_by_table`,,2,0,0,4486.55,2623.63,2243.28,16,8.0,70,35.0,2,0,16,0,a3ac0822b0573e46dab7b01dce10432f8a08bf9a6341a35a09c48067fb79332a
"SELECT `COLUMN_NAME` , `COLUMN_TYPE` , `COLUMN_DEFAULT` , `IS_NULLABLE` , `CHARACTER_SET_NAME` , `COLLATION_NAME` , `PRIVILEGES` , `EXTRA` , `COLUMN_COMMENT` FROM `information_schema` . `columns` WHERE `table_schema` = ? AND TABLE_NAME = ?",,1,0,0,4445.86,4445.86,4445.86,155,155.0,470,470.0,0,0,0,0,b611d78cf763c7dc9b1446ca6b46fb2f4d8c261bf6cab101c2b9593b17c5016b
SHOW FULL FIELDS FROM `sys` . `x$schema_index_statistics`,,2,0,0,4426.15,2862.13,2213.08,22,11.0,94,47.0,2,0,22,0,4b63846e3e76e4698857e81005c76dafbaabb94ced8d69435a8aaac7b85fd88c
SHOW FULL FIELDS FROM `sys` . `x$statements_with_full_table_scans`,,2,0,0,4425.15,2358.73,2212.58,28,14.0,118,59.0,2,0,28,0,820a1d843155bd689b55ad53ecfcbd11537fe31ab1383792c9875faae1b425fc
SHOW FULL FIELDS FROM `sys` . `statements_with_full_table_scans`,,2,0,0,4407.15,2551.02,2203.57,28,14.0,118,59.0,2,0,28,0,7f20dc12cfdaebd7efb2755c9d7a0927d8f06305842bab494daf4dc2b12c343d
"SELECT COUNT ( * ) FROM `lineitem` WHERE `L_SHIPDATE` BETWEEN ? AND ? LIMIT ?, ...",,1,0,0,4392.36,4392.36,4392.36,1,1.0,6122,6122.0,0,0,0,0,3c194c1a4318ea56bd1ffa0e4e658e1d4482240824b65d03bbd9dc06ec31f329
SHOW FULL FIELDS FROM `sys` . `schema_index_statistics`,,2,0,0,4363.85,2586.82,2181.92,22,11.0,94,47.0,2,0,22,0,cd15af6db0f71dabe4e0af28ef0242a8756aaffedaa87ce41e563962ecc17bcf
SHOW FULL FIELDS FROM `sys` . `session`,,2,0,0,4363.65,2579.02,2181.82,60,30.0,246,123.0,2,0,60,0,5b82b476efdbb4c1e072f942a3cb47cf2b93381e840aeafcc99d4ed345f0c3a8
SHOW FULL FIELDS FROM `sys` . `schema_auto_increment_columns`,,2,0,0,4356.85,2767.12,2178.42,20,10.0,86,43.0,2,0,20,0,cd950f1701a9fe42f5bedbfdf1c2be686b05ba8d7fc31ce205b3c0a4eb20db40
SHOW FULL FIELDS FROM `sys` . `x$user_summary_by_statement_type`,,2,0,0,4356.66,2477.43,2178.33,22,11.0,94,47.0,2,0,22,0,bcc999870bf3f6623775c86e6b735ad44d81990b73f02e488d2fa14cd2ff15c8
SHOW FULL FIELDS FROM `sys` . `x$waits_by_user_by_latency`,,2,0,0,4355.45,2678.23,2177.73,12,6.0,54,27.0,2,0,12,0,3a59122c7b4747151df32107bb11c82009444ec8790830326a4002f9b02a61e3
SHOW FULL FIELDS FROM `sys` . `x$host_summary_by_statement_latency`,,2,0,0,4341.45,2288.62,2170.72,20,10.0,86,43.0,2,0,20,0,690535c3ea708e25b29f2412de76612389a9f9615004c93b1e3f3fd07b45cfa1
SHOW FULL FIELDS FROM `sys` . `x$statements_with_errors_or_warnings`,,2,0,0,4309.75,2413.63,2154.88,20,10.0,86,43.0,2,0,20,0,bae1381993ca6a4462c06354eb17d81e5d9180937476c1057fecc384c039a965
SHOW FULL FIELDS FROM `sys` . `user_summary`,,2,0,0,4276.55,2633.83,2138.27,24,12.0,102,51.0,2,0,24,0,134825aedc1b62896fbf581f3562b9f089893e76d79c3d56738349775babad47
SHOW SCHEMAS LIKE ?,*,2,0,0,4256.76,3094.14,2128.38,0,0.0,13,7.0,0,0,0,0,0bd52df5a6e81880a88240d0ee10dc4b5216af65873f704072a88b2db08af010
SHOW FULL FIELDS FROM `sys` . `x$ps_schema_table_statistics_io`,,2,0,0,4207.55,2597.63,2103.78,20,10.0,86,43.0,2,0,20,0,957dd944dc7bd844f6b3f9e58d898ae29a71450c59c7f958c4a746f10945f5b2
SHOW FULL FIELDS FROM `sys` . `memory_global_by_current_bytes`,,2,0,0,4195.65,2286.02,2097.82,14,7.0,62,31.0,2,0,14,0,26f66ba83a4f53feb2c718ccaf7409eecbc69bfb9791a6c10a702b71e9499867
SHOW FULL FIELDS FROM `sys` . `host_summary_by_file_io_type`,,2,0,0,4178.05,2902.93,2089.02,10,5.0,46,23.0,2,0,10,0,9cc98caadc26b20a0d15a815edde83e08b744c34ed22fa3c0ffcad138c399a51
